family_id,parcel_id,project_id,affected,displaced,rr_eligibility,rr_status,benefit_type,benefit_status,data_source
FAM-PCL-25E765D6-1,PCL-25E765D6,PRJ-029,True,True,eligible,completed,livelihood_support,disbursed,synthetic
FAM-PCL-C08A1087-0,PCL-C08A1087,PRJ-029,True,True,eligible,completed,cash,disbursed,synthetic
FAM-PCL-EA3A53FD-0,PCL-EA3A53FD,PRJ-029,True,True,eligible,completed,housing,disbursed,synthetic
FAM-PCL-EA3A53FD-1,PCL-EA3A53FD,PRJ-029,True,False,eligible,pending,cash,disbursed,synthetic
FAM-PCL-EA3A53FD-2,PCL-EA3A53FD,PRJ-029,True,True,eligible,in_progress,livelihood_support,disbursed,synthetic
FAM-PCL-27DDAD79-0,PCL-27DDAD79,PRJ-029,True,True,eligible,completed,livelihood_support,disbursed,synthetic
FAM-PCL-27DDAD79-1,PCL-27DDAD79,PRJ-029,True,False,eligible,in_progress,cash,pending,synthetic
FAM-PCL-ED128B2B-0,PCL-ED128B2B,PRJ-029,True,False,eligible,pending,livelihood_support,pending,synthetic
FAM-PCL-ED128B2B-1,PCL-ED128B2B,PRJ-029,True,True,eligible,pending,housing,disbursed,synthetic
FAM-PCL-62618417-0,PCL-62618417,PRJ-029,True,False,eligible,completed,cash,pending,synthetic
FAM-PCL-62618417-1,PCL-62618417,PRJ-029,True,False,eligible,completed,livelihood_support,disbursed,synthetic
FAM-PCL-CFDEF0CB-0,PCL-CFDEF0CB,PRJ-029,True,False,eligible,completed,housing,pending,synthetic
FAM-PCL-CFDEF0CB-1,PCL-CFDEF0CB,PRJ-029,True,False,eligible,in_progress,livelihood_support,disbursed,synthetic
FAM-PCL-3C9785F7-0,PCL-3C9785F7,PRJ-029,True,False,eligible,completed,housing,disbursed,synthetic
FAM-PCL-3C9785F7-1,PCL-3C9785F7,PRJ-029,True,True,eligible,pending,cash,disbursed,synthetic
FAM-PCL-3C9785F7-2,PCL-3C9785F7,PRJ-029,True,False,eligible,in_progress,cash,disbursed,synthetic
FAM-PCL-1FF27D24-0,PCL-1FF27D24,PRJ-029,True,True,eligible,completed,livelihood_support,pending,synthetic
FAM-PCL-1FF27D24-1,PCL-1FF27D24,PRJ-029,True,True,eligible,completed,housing,disbursed,synthetic
FAM-PCL-1FF27D24-2,PCL-1FF27D24,PRJ-029,True,False,eligible,completed,housing,disbursed,synthetic
FAM-PCL-CF9DD3E4-0,PCL-CF9DD3E4,PRJ-029,True,False,eligible,completed,housing,disbursed,synthetic
FAM-PCL-CF9DD3E4-1,PCL-CF9DD3E4,PRJ-029,True,True,eligible,completed,livelihood_support,disbursed,synthetic
FAM-PCL-CF9DD3E4-2,PCL-CF9DD3E4,PRJ-029,True,True,eligible,completed,livelihood_support,pending,synthetic
FAM-PCL-1AB97763-0,PCL-1AB97763,PRJ-029,True,False,eligible,in_progress,cash,disbursed,synthetic
FAM-PCL-1AB97763-1,PCL-1AB97763,PRJ-029,True,False,eligible,completed,livelihood_support,pending,synthetic
FAM-PCL-BB82C63D-0,PCL-BB82C63D,PRJ-029,True,False,eligible,in_progress,cash,disbursed,synthetic
FAM-PCL-BB82C63D-1,PCL-BB82C63D,PRJ-029,True,False,eligible,pending,housing,disbursed,synthetic
FAM-PCL-6B577933-0,PCL-6B577933,PRJ-029,True,True,eligible,in_progress,cash,pending,synthetic
FAM-PCL-6B577933-1,PCL-6B577933,PRJ-029,True,False,eligible,pending,livelihood_support,pending,synthetic
FAM-PCL-6B577933-2,PCL-6B577933,PRJ-029,True,False,eligible,in_progress,housing,disbursed,synthetic
FAM-PCL-8A472D1C-0,PCL-8A472D1C,PRJ-029,True,True,eligible,completed,housing,pending,synthetic
FAM-PCL-8A472D1C-1,PCL-8A472D1C,PRJ-029,True,False,eligible,pending,housing,disbursed,synthetic
FAM-PCL-AF6A8DDF-0,PCL-AF6A8DDF,PRJ-029,True,False,eligible,completed,livelihood_support,pending,synthetic
FAM-PCL-AF6A8DDF-1,PCL-AF6A8DDF,PRJ-029,True,False,eligible,in_progress,cash,disbursed,synthetic
FAM-PCL-AF6A8DDF-2,PCL-AF6A8DDF,PRJ-029,True,False,eligible,completed,cash,pending,synthetic
FAM-PCL-8C292567-0,PCL-8C292567,PRJ-029,True,True,eligible,completed,livelihood_support,pending,synthetic
FAM-PCL-8C292567-1,PCL-8C292567,PRJ-029,True,True,eligible,pending,housing,disbursed,synthetic
FAM-PCL-8C292567-2,PCL-8C292567,PRJ-029,True,True,eligible,completed,housing,disbursed,synthetic
FAM-PCL-AE5ECD09-0,PCL-AE5ECD09,PRJ-029,True,False,eligible,pending,livelihood_support,disbursed,synthetic
FAM-PCL-AE5ECD09-1,PCL-AE5ECD09,PRJ-029,True,False,eligible,completed,livelihood_support,pending,synthetic
FAM-PCL-AE5ECD09-2,PCL-AE5ECD09,PRJ-029,True,False,eligible,pending,housing,pending,synthetic
FAM-PCL-22141647-0,PCL-22141647,PRJ-029,True,True,eligible,completed,housing,disbursed,synthetic
FAM-PCL-22141647-1,PCL-22141647,PRJ-029,True,False,eligible,completed,cash,disbursed,synthetic
FAM-PCL-22141647-2,PCL-22141647,PRJ-029,True,False,eligible,pending,livelihood_support,disbursed,synthetic
FAM-PCL-806B3334-0,PCL-806B3334,PRJ-029,True,False,eligible,completed,cash,pending,synthetic
FAM-PCL-806B3334-1,PCL-806B3334,PRJ-029,True,False,eligible,in_progress,cash,disbursed,synthetic
FAM-PCL-806B3334-2,PCL-806B3334,PRJ-029,True,False,eligible,completed,cash,disbursed,synthetic
FAM-PCL-F58D563F-0,PCL-F58D563F,PRJ-029,True,True,eligible,in_progress,cash,pending,synthetic
FAM-PCL-F58D563F-1,PCL-F58D563F,PRJ-029,True,False,eligible,completed,housing,pending,synthetic
FAM-PCL-82FE7D15-0,PCL-82FE7D15,PRJ-029,True,False,eligible,completed,livelihood_support,pending,synthetic
FAM-PCL-82FE7D15-1,PCL-82FE7D15,PRJ-029,True,False,eligible,completed,livelihood_support,disbursed,synthetic
FAM-PCL-82FE7D15-2,PCL-82FE7D15,PRJ-029,True,False,eligible,completed,livelihood_support,disbursed,synthetic
