parcel_id,project_id,stage,stage_order,stage_start_date,stage_target_date,stage_completion_date,days_in_stage,sla_days,sla_breach,is_current_stage,data_source
PCL-7AD2E7F2,PRJ-015,Objections/Hearings,4,2024-07-06,2024-08-05,,422,30,1,1,synthetic
PCL-C1AD2E1F,PRJ-015,Land Identification,0,2024-03-05,2024-03-20,2024-03-30,25,15,1,0,synthetic
PCL-C1AD2E1F,PRJ-015,Survey/Parcel Mapping,1,2024-03-30,2024-04-29,2024-04-26,27,30,0,0,synthetic
PCL-C1AD2E1F,PRJ-015,Ownership Verification,2,2024-04-26,2024-06-10,2024-06-04,39,45,0,0,synthetic
PCL-C1AD2E1F,PRJ-015,Notification,3,2024-06-04,2024-06-24,2024-07-02,28,20,1,0,synthetic
PCL-C1AD2E1F,PRJ-015,Objections/Hearings,4,2024-07-02,2024-08-01,2024-07-28,26,30,0,0,synthetic
PCL-C1AD2E1F,PRJ-015,Compensation Assessment,5,2024-07-28,2024-09-06,,400,40,1,1,synthetic
PCL-BB5E4957,PRJ-015,Land Identification,0,2024-02-16,2024-03-02,2024-02-22,6,15,0,0,synthetic
PCL-BB5E4957,PRJ-015,Survey/Parcel Mapping,1,2024-02-22,2024-03-23,2024-03-12,19,30,0,0,synthetic
PCL-BB5E4957,PRJ-015,Ownership Verification,2,2024-03-12,2024-04-26,2024-05-02,51,45,1,0,synthetic
PCL-BB5E4957,PRJ-015,Notification,3,2024-05-02,2024-05-22,2024-05-14,12,20,0,0,synthetic
PCL-BB5E4957,PRJ-015,Objections/Hearings,4,2024-05-14,2024-06-13,2024-06-23,40,30,1,0,synthetic
PCL-BB5E4957,PRJ-015,Compensation Assessment,5,2024-06-23,2024-08-02,2024-07-29,36,40,0,0,synthetic
PCL-BB5E4957,PRJ-015,Compensation Disbursement,6,2024-07-29,2024-08-28,2024-08-28,30,30,0,0,synthetic
PCL-BB5E4957,PRJ-015,Rehabilitation & Resettlement,7,2024-08-28,2024-10-27,,369,60,1,1,synthetic
PCL-BEA70B4E,PRJ-015,Land Identification,0,2024-03-16,2024-03-31,2024-03-28,12,15,0,0,synthetic
PCL-BEA70B4E,PRJ-015,Survey/Parcel Mapping,1,2024-03-28,2024-04-27,2024-04-25,28,30,0,0,synthetic
PCL-BEA70B4E,PRJ-015,Ownership Verification,2,2024-04-25,2024-06-09,2024-05-25,30,45,0,0,synthetic
PCL-BEA70B4E,PRJ-015,Notification,3,2024-05-25,2024-06-14,,464,20,1,1,synthetic
PCL-D5E201F9,PRJ-015,Land Identification,0,2024-02-07,2024-02-22,2024-02-23,16,15,1,0,synthetic
PCL-D5E201F9,PRJ-015,Survey/Parcel Mapping,1,2024-02-23,2024-03-24,2024-03-19,25,30,0,0,synthetic
PCL-D5E201F9,PRJ-015,Ownership Verification,2,2024-03-19,2024-05-03,2024-05-26,68,45,1,0,synthetic
PCL-D5E201F9,PRJ-015,Notification,3,2024-05-26,2024-06-15,2024-06-13,18,20,0,0,synthetic
PCL-D5E201F9,PRJ-015,Objections/Hearings,4,2024-06-13,2024-07-13,2024-07-11,28,30,0,0,synthetic
PCL-D5E201F9,PRJ-015,Compensation Assessment,5,2024-07-11,2024-08-20,,417,40,1,1,synthetic
PCL-8AFA3581,PRJ-015,Land Identification,0,2024-02-11,2024-02-26,2024-02-27,16,15,1,0,synthetic
PCL-8AFA3581,PRJ-015,Survey/Parcel Mapping,1,2024-02-27,2024-03-28,2024-04-04,37,30,1,0,synthetic
PCL-8AFA3581,PRJ-015,Ownership Verification,2,2024-04-04,2024-05-19,2024-05-19,45,45,0,0,synthetic
PCL-8AFA3581,PRJ-015,Notification,3,2024-05-19,2024-06-08,2024-06-04,16,20,0,0,synthetic
PCL-8AFA3581,PRJ-015,Objections/Hearings,4,2024-06-04,2024-07-04,2024-06-28,24,30,0,0,synthetic
PCL-8AFA3581,PRJ-015,Compensation Assessment,5,2024-06-28,2024-08-07,2024-08-16,49,40,1,0,synthetic
PCL-8AFA3581,PRJ-015,Compensation Disbursement,6,2024-08-16,2024-09-15,,381,30,1,1,synthetic
PCL-30984175,PRJ-015,Land Identification,0,2024-01-20,2024-02-04,2024-02-14,25,15,1,0,synthetic
PCL-30984175,PRJ-015,Survey/Parcel Mapping,1,2024-02-14,2024-03-15,2024-03-01,16,30,0,0,synthetic
PCL-30984175,PRJ-015,Ownership Verification,2,2024-03-01,2024-04-15,2024-04-16,46,45,1,0,synthetic
PCL-30984175,PRJ-015,Notification,3,2024-04-16,2024-05-06,2024-05-01,15,20,0,0,synthetic
PCL-30984175,PRJ-015,Objections/Hearings,4,2024-05-01,2024-05-31,2024-06-07,37,30,1,0,synthetic
PCL-30984175,PRJ-015,Compensation Assessment,5,2024-06-07,2024-07-17,2024-07-19,42,40,1,0,synthetic
PCL-30984175,PRJ-015,Compensation Disbursement,6,2024-07-19,2024-08-18,2024-08-16,28,30,0,0,synthetic
PCL-30984175,PRJ-015,Rehabilitation & Resettlement,7,2024-08-16,2024-10-15,,381,60,1,1,synthetic
PCL-3C67DE25,PRJ-015,Land Identification,0,2024-01-02,2024-01-17,2024-01-15,13,15,0,0,synthetic
PCL-3C67DE25,PRJ-015,Survey/Parcel Mapping,1,2024-01-15,2024-02-14,2024-02-28,44,30,1,0,synthetic
PCL-3C67DE25,PRJ-015,Ownership Verification,2,2024-02-28,2024-04-13,2024-04-17,49,45,1,0,synthetic
PCL-3C67DE25,PRJ-015,Notification,3,2024-04-17,2024-05-07,,502,20,1,1,synthetic
PCL-8F33FB1D,PRJ-015,Land Identification,0,2024-02-15,2024-03-01,2024-02-29,14,15,0,0,synthetic
PCL-8F33FB1D,PRJ-015,Survey/Parcel Mapping,1,2024-02-29,2024-03-30,2024-04-09,40,30,1,0,synthetic
PCL-8F33FB1D,PRJ-015,Ownership Verification,2,2024-04-09,2024-05-24,,510,45,1,1,synthetic
PCL-1C7FCD94,PRJ-015,Land Identification,0,2024-03-17,2024-04-01,2024-03-27,10,15,0,0,synthetic
PCL-1C7FCD94,PRJ-015,Survey/Parcel Mapping,1,2024-03-27,2024-04-26,2024-04-29,33,30,1,0,synthetic
PCL-1C7FCD94,PRJ-015,Ownership Verification,2,2024-04-29,2024-06-13,2024-07-04,66,45,1,0,synthetic
PCL-1C7FCD94,PRJ-015,Notification,3,2024-07-04,2024-07-24,2024-07-24,20,20,0,0,synthetic
PCL-1C7FCD94,PRJ-015,Objections/Hearings,4,2024-07-24,2024-08-23,2024-08-14,21,30,0,0,synthetic
PCL-1C7FCD94,PRJ-015,Compensation Assessment,5,2024-08-14,2024-09-23,,383,40,1,1,synthetic
PCL-DB38EB51,PRJ-015,Land Identification,0,2024-02-06,2024-02-21,2024-03-01,24,15,1,0,synthetic
PCL-DB38EB51,PRJ-015,Survey/Parcel Mapping,1,2024-03-01,2024-03-31,2024-03-31,30,30,0,0,synthetic
PCL-DB38EB51,PRJ-015,Ownership Verification,2,2024-03-31,2024-05-15,2024-05-05,35,45,0,0,synthetic
PCL-DB38EB51,PRJ-015,Notification,3,2024-05-05,2024-05-25,,484,20,1,1,synthetic
PCL-777E6CBB,PRJ-015,Land Identification,0,2024-01-22,2024-02-06,,588,15,1,1,synthetic
PCL-A8C249AB,PRJ-015,Land Identification,0,2024-03-25,2024-04-09,2024-04-14,20,15,1,0,synthetic
PCL-A8C249AB,PRJ-015,Survey/Parcel Mapping,1,2024-04-14,2024-05-14,2024-05-25,41,30,1,0,synthetic
PCL-A8C249AB,PRJ-015,Ownership Verification,2,2024-05-25,2024-07-09,,464,45,1,1,synthetic
PCL-E86AB94C,PRJ-015,Land Identification,0,2024-03-17,2024-04-01,2024-03-29,12,15,0,0,synthetic
PCL-E86AB94C,PRJ-015,Survey/Parcel Mapping,1,2024-03-29,2024-04-28,2024-04-25,27,30,0,0,synthetic
PCL-E86AB94C,PRJ-015,Ownership Verification,2,2024-04-25,2024-06-09,2024-07-20,86,45,1,0,synthetic
PCL-E86AB94C,PRJ-015,Notification,3,2024-07-20,2024-08-09,2024-08-21,32,20,1,0,synthetic
PCL-E86AB94C,PRJ-015,Objections/Hearings,4,2024-08-21,2024-09-20,2024-09-20,30,30,0,0,synthetic
PCL-E86AB94C,PRJ-015,Compensation Assessment,5,2024-09-20,2024-10-30,2024-10-19,29,40,0,0,synthetic
PCL-E86AB94C,PRJ-015,Compensation Disbursement,6,2024-10-19,2024-11-18,,317,30,1,1,synthetic
PCL-88606C09,PRJ-015,Land Identification,0,2024-01-09,2024-01-24,2024-01-30,21,15,1,0,synthetic
PCL-88606C09,PRJ-015,Survey/Parcel Mapping,1,2024-01-30,2024-02-29,,580,30,1,1,synthetic
PCL-6B8BAAF0,PRJ-015,Land Identification,0,2024-03-04,2024-03-19,2024-03-16,12,15,0,0,synthetic
PCL-6B8BAAF0,PRJ-015,Survey/Parcel Mapping,1,2024-03-16,2024-04-15,2024-04-18,33,30,1,0,synthetic
PCL-6B8BAAF0,PRJ-015,Ownership Verification,2,2024-04-18,2024-06-02,2024-06-03,46,45,1,0,synthetic
PCL-6B8BAAF0,PRJ-015,Notification,3,2024-06-03,2024-06-23,2024-07-11,38,20,1,0,synthetic
PCL-6B8BAAF0,PRJ-015,Objections/Hearings,4,2024-07-11,2024-08-10,2024-08-06,26,30,0,0,synthetic
PCL-6B8BAAF0,PRJ-015,Compensation Assessment,5,2024-08-06,2024-09-15,2024-09-15,40,40,0,0,synthetic
PCL-6B8BAAF0,PRJ-015,Compensation Disbursement,6,2024-09-15,2024-10-15,2024-10-13,28,30,0,0,synthetic
PCL-6B8BAAF0,PRJ-015,Rehabilitation & Resettlement,7,2024-10-13,2024-12-12,,323,60,1,1,synthetic
PCL-CB44F25C,PRJ-015,Land Identification,0,2024-03-22,2024-04-06,,528,15,1,1,synthetic
PCL-D926CA05,PRJ-015,Land Identification,0,2024-03-16,2024-03-31,2024-03-29,13,15,0,0,synthetic
PCL-D926CA05,PRJ-015,Survey/Parcel Mapping,1,2024-03-29,2024-04-28,2024-05-28,60,30,1,0,synthetic
PCL-D926CA05,PRJ-015,Ownership Verification,2,2024-05-28,2024-07-12,2024-07-17,50,45,1,0,synthetic
PCL-D926CA05,PRJ-015,Notification,3,2024-07-17,2024-08-06,2024-08-16,30,20,1,0,synthetic
PCL-D926CA05,PRJ-015,Objections/Hearings,4,2024-08-16,2024-09-15,2024-08-31,15,30,0,0,synthetic
PCL-D926CA05,PRJ-015,Compensation Assessment,5,2024-08-31,2024-10-10,2024-10-10,40,40,0,0,synthetic
PCL-D926CA05,PRJ-015,Compensation Disbursement,6,2024-10-10,2024-11-09,,326,30,1,1,synthetic
PCL-1DBA5BE1,PRJ-015,Land Identification,0,2024-01-21,2024-02-05,2024-02-07,17,15,1,0,synthetic
PCL-1DBA5BE1,PRJ-015,Survey/Parcel Mapping,1,2024-02-07,2024-03-08,2024-03-08,30,30,0,0,synthetic
PCL-1DBA5BE1,PRJ-015,Ownership Verification,2,2024-03-08,2024-04-22,2024-04-08,31,45,0,0,synthetic
PCL-1DBA5BE1,PRJ-015,Notification,3,2024-04-08,2024-04-28,2024-04-22,14,20,0,0,synthetic
PCL-1DBA5BE1,PRJ-015,Objections/Hearings,4,2024-04-22,2024-05-22,2024-05-31,39,30,1,0,synthetic
PCL-1DBA5BE1,PRJ-015,Compensation Assessment,5,2024-05-31,2024-07-10,2024-07-09,39,40,0,0,synthetic
PCL-1DBA5BE1,PRJ-015,Compensation Disbursement,6,2024-07-09,2024-08-08,,419,30,1,1,synthetic
PCL-3C9FC23F,PRJ-015,Land Identification,0,2024-02-25,2024-03-11,2024-03-13,17,15,1,0,synthetic
PCL-3C9FC23F,PRJ-015,Survey/Parcel Mapping,1,2024-03-13,2024-04-12,2024-04-16,34,30,1,0,synthetic
PCL-3C9FC23F,PRJ-015,Ownership Verification,2,2024-04-16,2024-05-31,2024-06-11,56,45,1,0,synthetic
PCL-3C9FC23F,PRJ-015,Notification,3,2024-06-11,2024-07-01,2024-06-20,9,20,0,0,synthetic
PCL-3C9FC23F,PRJ-015,Objections/Hearings,4,2024-06-20,2024-07-20,2024-07-25,35,30,1,0,synthetic
PCL-3C9FC23F,PRJ-015,Compensation Assessment,5,2024-07-25,2024-09-03,2024-09-19,56,40,1,0,synthetic
PCL-3C9FC23F,PRJ-015,Compensation Disbursement,6,2024-09-19,2024-10-19,,347,30,1,1,synthetic
PCL-59F92A7F,PRJ-015,Land Identification,0,2024-02-18,2024-03-04,,561,15,1,1,synthetic
PCL-63E88CA0,PRJ-015,Land Identification,0,2024-02-16,2024-03-02,2024-02-26,10,15,0,0,synthetic
PCL-63E88CA0,PRJ-015,Survey/Parcel Mapping,1,2024-02-26,2024-03-27,2024-04-06,40,30,1,0,synthetic
PCL-63E88CA0,PRJ-015,Ownership Verification,2,2024-04-06,2024-05-21,2024-06-01,56,45,1,0,synthetic
PCL-63E88CA0,PRJ-015,Notification,3,2024-06-01,2024-06-21,2024-06-18,17,20,0,0,synthetic
PCL-63E88CA0,PRJ-015,Objections/Hearings,4,2024-06-18,2024-07-18,2024-07-14,26,30,0,0,synthetic
PCL-63E88CA0,PRJ-015,Compensation Assessment,5,2024-07-14,2024-08-23,,414,40,1,1,synthetic
PCL-3085CC3D,PRJ-015,Land Identification,0,2024-02-07,2024-02-22,2024-02-16,9,15,0,0,synthetic
PCL-3085CC3D,PRJ-015,Survey/Parcel Mapping,1,2024-02-16,2024-03-17,2024-03-16,29,30,0,0,synthetic
PCL-3085CC3D,PRJ-015,Ownership Verification,2,2024-03-16,2024-04-30,2024-04-26,41,45,0,0,synthetic
PCL-3085CC3D,PRJ-015,Notification,3,2024-04-26,2024-05-16,2024-05-18,22,20,1,0,synthetic
PCL-3085CC3D,PRJ-015,Objections/Hearings,4,2024-05-18,2024-06-17,2024-06-17,30,30,0,0,synthetic
PCL-3085CC3D,PRJ-015,Compensation Assessment,5,2024-06-17,2024-07-27,2024-09-01,76,40,1,0,synthetic
PCL-3085CC3D,PRJ-015,Compensation Disbursement,6,2024-09-01,2024-10-01,2024-09-12,11,30,0,0,synthetic
PCL-3085CC3D,PRJ-015,Rehabilitation & Resettlement,7,2024-09-12,2024-11-11,2024-10-19,37,60,0,0,synthetic
PCL-3085CC3D,PRJ-015,Possession,8,2024-10-19,2024-11-03,2024-10-30,11,15,0,0,synthetic
PCL-3085CC3D,PRJ-015,Closure/Handover,9,2024-10-30,2024-11-09,,306,10,1,1,synthetic
PCL-A84D0452,PRJ-015,Land Identification,0,2024-03-14,2024-03-29,2024-03-30,16,15,1,0,synthetic
PCL-A84D0452,PRJ-015,Survey/Parcel Mapping,1,2024-03-30,2024-04-29,2024-04-22,23,30,0,0,synthetic
PCL-A84D0452,PRJ-015,Ownership Verification,2,2024-04-22,2024-06-06,2024-06-22,61,45,1,0,synthetic
PCL-A84D0452,PRJ-015,Notification,3,2024-06-22,2024-07-12,2024-07-12,20,20,0,0,synthetic
PCL-A84D0452,PRJ-015,Objections/Hearings,4,2024-07-12,2024-08-11,2024-08-11,30,30,0,0,synthetic
PCL-A84D0452,PRJ-015,Compensation Assessment,5,2024-08-11,2024-09-20,,386,40,1,1,synthetic
PCL-373A9667,PRJ-015,Land Identification,0,2024-03-29,2024-04-13,2024-04-16,18,15,1,0,synthetic
PCL-373A9667,PRJ-015,Survey/Parcel Mapping,1,2024-04-16,2024-05-16,2024-05-25,39,30,1,0,synthetic
PCL-373A9667,PRJ-015,Ownership Verification,2,2024-05-25,2024-07-09,2024-06-24,30,45,0,0,synthetic
PCL-373A9667,PRJ-015,Notification,3,2024-06-24,2024-07-14,2024-07-05,11,20,0,0,synthetic
PCL-373A9667,PRJ-015,Objections/Hearings,4,2024-07-05,2024-08-04,2024-08-19,45,30,1,0,synthetic
PCL-373A9667,PRJ-015,Compensation Assessment,5,2024-08-19,2024-09-28,2024-09-17,29,40,0,0,synthetic
PCL-373A9667,PRJ-015,Compensation Disbursement,6,2024-09-17,2024-10-17,2024-10-25,38,30,1,0,synthetic
PCL-373A9667,PRJ-015,Rehabilitation & Resettlement,7,2024-10-25,2024-12-24,2025-01-05,72,60,1,0,synthetic
PCL-373A9667,PRJ-015,Possession,8,2025-01-05,2025-01-20,,239,15,1,1,synthetic
PCL-A44764C9,PRJ-015,Land Identification,0,2024-02-20,2024-03-06,2024-03-08,17,15,1,0,synthetic
PCL-A44764C9,PRJ-015,Survey/Parcel Mapping,1,2024-03-08,2024-04-07,2024-04-06,29,30,0,0,synthetic
PCL-A44764C9,PRJ-015,Ownership Verification,2,2024-04-06,2024-05-21,,513,45,1,1,synthetic
PCL-595E704E,PRJ-015,Land Identification,0,2024-01-01,2024-01-16,2024-01-25,24,15,1,0,synthetic
PCL-595E704E,PRJ-015,Survey/Parcel Mapping,1,2024-01-25,2024-02-24,2024-03-04,39,30,1,0,synthetic
PCL-595E704E,PRJ-015,Ownership Verification,2,2024-03-04,2024-04-18,2024-05-13,70,45,1,0,synthetic
PCL-595E704E,PRJ-015,Notification,3,2024-05-13,2024-06-02,2024-06-03,21,20,1,0,synthetic
PCL-595E704E,PRJ-015,Objections/Hearings,4,2024-06-03,2024-07-03,2024-07-14,41,30,1,0,synthetic
PCL-595E704E,PRJ-015,Compensation Assessment,5,2024-07-14,2024-08-23,2024-08-12,29,40,0,0,synthetic
PCL-595E704E,PRJ-015,Compensation Disbursement,6,2024-08-12,2024-09-11,2024-09-05,24,30,0,0,synthetic
PCL-595E704E,PRJ-015,Rehabilitation & Resettlement,7,2024-09-05,2024-11-04,2024-11-23,79,60,1,0,synthetic
PCL-595E704E,PRJ-015,Possession,8,2024-11-23,2024-12-08,,282,15,1,1,synthetic
PCL-F487EC21,PRJ-015,Land Identification,0,2024-02-18,2024-03-04,2024-03-02,13,15,0,0,synthetic
PCL-F487EC21,PRJ-015,Survey/Parcel Mapping,1,2024-03-02,2024-04-01,2024-04-01,30,30,0,0,synthetic
PCL-F487EC21,PRJ-015,Ownership Verification,2,2024-04-01,2024-05-16,2024-05-22,51,45,1,0,synthetic
PCL-F487EC21,PRJ-015,Notification,3,2024-05-22,2024-06-11,2024-06-08,17,20,0,0,synthetic
PCL-F487EC21,PRJ-015,Objections/Hearings,4,2024-06-08,2024-07-08,2024-06-28,20,30,0,0,synthetic
PCL-F487EC21,PRJ-015,Compensation Assessment,5,2024-06-28,2024-08-07,2024-09-02,66,40,1,0,synthetic
PCL-F487EC21,PRJ-015,Compensation Disbursement,6,2024-09-02,2024-10-02,,364,30,1,1,synthetic
PCL-7DEFD407,PRJ-015,Land Identification,0,2024-02-10,2024-02-25,2024-02-17,7,15,0,0,synthetic
PCL-7DEFD407,PRJ-015,Survey/Parcel Mapping,1,2024-02-17,2024-03-18,2024-03-05,17,30,0,0,synthetic
PCL-7DEFD407,PRJ-015,Ownership Verification,2,2024-03-05,2024-04-19,2024-04-20,46,45,1,0,synthetic
PCL-7DEFD407,PRJ-015,Notification,3,2024-04-20,2024-05-10,2024-05-20,30,20,1,0,synthetic
PCL-7DEFD407,PRJ-015,Objections/Hearings,4,2024-05-20,2024-06-19,2024-06-10,21,30,0,0,synthetic
PCL-7DEFD407,PRJ-015,Compensation Assessment,5,2024-06-10,2024-07-20,,448,40,1,1,synthetic
PCL-5392F196,PRJ-015,Land Identification,0,2024-02-24,2024-03-10,2024-03-08,13,15,0,0,synthetic
PCL-5392F196,PRJ-015,Survey/Parcel Mapping,1,2024-03-08,2024-04-07,2024-04-01,24,30,0,0,synthetic
PCL-5392F196,PRJ-015,Ownership Verification,2,2024-04-01,2024-05-16,2024-06-01,61,45,1,0,synthetic
PCL-5392F196,PRJ-015,Notification,3,2024-06-01,2024-06-21,2024-06-14,13,20,0,0,synthetic
PCL-5392F196,PRJ-015,Objections/Hearings,4,2024-06-14,2024-07-14,2024-07-20,36,30,1,0,synthetic
PCL-5392F196,PRJ-015,Compensation Assessment,5,2024-07-20,2024-08-29,2024-08-21,32,40,0,0,synthetic
PCL-5392F196,PRJ-015,Compensation Disbursement,6,2024-08-21,2024-09-20,,376,30,1,1,synthetic
PCL-0760F7F6,PRJ-015,Land Identification,0,2024-02-01,2024-02-16,2024-02-13,12,15,0,0,synthetic
PCL-0760F7F6,PRJ-015,Survey/Parcel Mapping,1,2024-02-13,2024-03-14,2024-03-20,36,30,1,0,synthetic
PCL-0760F7F6,PRJ-015,Ownership Verification,2,2024-03-20,2024-05-04,2024-05-20,61,45,1,0,synthetic
PCL-0760F7F6,PRJ-015,Notification,3,2024-05-20,2024-06-09,,469,20,1,1,synthetic
PCL-EC944DF1,PRJ-015,Land Identification,0,2024-01-16,2024-01-31,2024-01-24,8,15,0,0,synthetic
PCL-EC944DF1,PRJ-015,Survey/Parcel Mapping,1,2024-01-24,2024-02-23,2024-02-23,30,30,0,0,synthetic
PCL-EC944DF1,PRJ-015,Ownership Verification,2,2024-02-23,2024-04-08,2024-05-09,76,45,1,0,synthetic
PCL-EC944DF1,PRJ-015,Notification,3,2024-05-09,2024-05-29,2024-05-22,13,20,0,0,synthetic
PCL-EC944DF1,PRJ-015,Objections/Hearings,4,2024-05-22,2024-06-21,2024-06-11,20,30,0,0,synthetic
PCL-EC944DF1,PRJ-015,Compensation Assessment,5,2024-06-11,2024-07-21,2024-07-11,30,40,0,0,synthetic
PCL-EC944DF1,PRJ-015,Compensation Disbursement,6,2024-07-11,2024-08-10,2024-08-29,49,30,1,0,synthetic
PCL-EC944DF1,PRJ-015,Rehabilitation & Resettlement,7,2024-08-29,2024-10-28,,368,60,1,1,synthetic
PCL-7B3E1A6E,PRJ-015,Land Identification,0,2024-02-08,2024-02-23,2024-02-23,15,15,0,0,synthetic
PCL-7B3E1A6E,PRJ-015,Survey/Parcel Mapping,1,2024-02-23,2024-03-24,2024-04-01,38,30,1,0,synthetic
PCL-7B3E1A6E,PRJ-015,Ownership Verification,2,2024-04-01,2024-05-16,2024-05-24,53,45,1,0,synthetic
PCL-7B3E1A6E,PRJ-015,Notification,3,2024-05-24,2024-06-13,2024-06-10,17,20,0,0,synthetic
PCL-7B3E1A6E,PRJ-015,Objections/Hearings,4,2024-06-10,2024-07-10,2024-07-15,35,30,1,0,synthetic
PCL-7B3E1A6E,PRJ-015,Compensation Assessment,5,2024-07-15,2024-08-24,2024-08-30,46,40,1,0,synthetic
PCL-7B3E1A6E,PRJ-015,Compensation Disbursement,6,2024-08-30,2024-09-29,,367,30,1,1,synthetic
PCL-E0C682AE,PRJ-015,Land Identification,0,2024-01-13,2024-01-28,2024-01-26,13,15,0,0,synthetic
PCL-E0C682AE,PRJ-015,Survey/Parcel Mapping,1,2024-01-26,2024-02-25,2024-03-02,36,30,1,0,synthetic
PCL-E0C682AE,PRJ-015,Ownership Verification,2,2024-03-02,2024-04-16,2024-04-20,49,45,1,0,synthetic
PCL-E0C682AE,PRJ-015,Notification,3,2024-04-20,2024-05-10,2024-05-13,23,20,1,0,synthetic
PCL-E0C682AE,PRJ-015,Objections/Hearings,4,2024-05-13,2024-06-12,2024-06-17,35,30,1,0,synthetic
PCL-E0C682AE,PRJ-015,Compensation Assessment,5,2024-06-17,2024-07-27,2024-07-18,31,40,0,0,synthetic
PCL-E0C682AE,PRJ-015,Compensation Disbursement,6,2024-07-18,2024-08-17,,410,30,1,1,synthetic
PCL-AE6D7F2E,PRJ-015,Land Identification,0,2024-03-23,2024-04-07,2024-04-04,12,15,0,0,synthetic
PCL-AE6D7F2E,PRJ-015,Survey/Parcel Mapping,1,2024-04-04,2024-05-04,2024-04-19,15,30,0,0,synthetic
PCL-AE6D7F2E,PRJ-015,Ownership Verification,2,2024-04-19,2024-06-03,,500,45,1,1,synthetic
PCL-7B759EC6,PRJ-015,Land Identification,0,2024-02-03,2024-02-18,2024-02-25,22,15,1,0,synthetic
PCL-7B759EC6,PRJ-015,Survey/Parcel Mapping,1,2024-02-25,2024-03-26,2024-04-01,36,30,1,0,synthetic
PCL-7B759EC6,PRJ-015,Ownership Verification,2,2024-04-01,2024-05-16,2024-06-13,73,45,1,0,synthetic
PCL-7B759EC6,PRJ-015,Notification,3,2024-06-13,2024-07-03,2024-07-05,22,20,1,0,synthetic
PCL-7B759EC6,PRJ-015,Objections/Hearings,4,2024-07-05,2024-08-04,2024-08-24,50,30,1,0,synthetic
PCL-7B759EC6,PRJ-015,Compensation Assessment,5,2024-08-24,2024-10-03,,373,40,1,1,synthetic
PCL-4C18538E,PRJ-015,Land Identification,0,2024-03-05,2024-03-20,2024-03-19,14,15,0,0,synthetic
PCL-4C18538E,PRJ-015,Survey/Parcel Mapping,1,2024-03-19,2024-04-18,2024-04-28,40,30,1,0,synthetic
PCL-4C18538E,PRJ-015,Ownership Verification,2,2024-04-28,2024-06-12,2024-06-17,50,45,1,0,synthetic
PCL-4C18538E,PRJ-015,Notification,3,2024-06-17,2024-07-07,2024-07-13,26,20,1,0,synthetic
PCL-4C18538E,PRJ-015,Objections/Hearings,4,2024-07-13,2024-08-12,2024-08-30,48,30,1,0,synthetic
PCL-4C18538E,PRJ-015,Compensation Assessment,5,2024-08-30,2024-10-09,2024-09-25,26,40,0,0,synthetic
PCL-4C18538E,PRJ-015,Compensation Disbursement,6,2024-09-25,2024-10-25,2024-10-15,20,30,0,0,synthetic
PCL-4C18538E,PRJ-015,Rehabilitation & Resettlement,7,2024-10-15,2024-12-14,,321,60,1,1,synthetic
PCL-0C6D1D9C,PRJ-015,Land Identification,0,2024-02-14,2024-02-29,2024-02-29,15,15,0,0,synthetic
PCL-0C6D1D9C,PRJ-015,Survey/Parcel Mapping,1,2024-02-29,2024-03-30,2024-04-20,51,30,1,0,synthetic
PCL-0C6D1D9C,PRJ-015,Ownership Verification,2,2024-04-20,2024-06-04,2024-06-08,49,45,1,0,synthetic
PCL-0C6D1D9C,PRJ-015,Notification,3,2024-06-08,2024-06-28,2024-06-25,17,20,0,0,synthetic
PCL-0C6D1D9C,PRJ-015,Objections/Hearings,4,2024-06-25,2024-07-25,2024-07-26,31,30,1,0,synthetic
PCL-0C6D1D9C,PRJ-015,Compensation Assessment,5,2024-07-26,2024-09-04,2024-09-06,42,40,1,0,synthetic
PCL-0C6D1D9C,PRJ-015,Compensation Disbursement,6,2024-09-06,2024-10-06,2024-09-26,20,30,0,0,synthetic
PCL-0C6D1D9C,PRJ-015,Rehabilitation & Resettlement,7,2024-09-26,2024-11-25,2024-11-24,59,60,0,0,synthetic
PCL-0C6D1D9C,PRJ-015,Possession,8,2024-11-24,2024-12-09,,281,15,1,1,synthetic
PCL-D2411973,PRJ-015,Land Identification,0,2024-01-05,2024-01-20,2024-01-15,10,15,0,0,synthetic
PCL-D2411973,PRJ-015,Survey/Parcel Mapping,1,2024-01-15,2024-02-14,2024-02-13,29,30,0,0,synthetic
PCL-D2411973,PRJ-015,Ownership Verification,2,2024-02-13,2024-03-29,2024-03-30,46,45,1,0,synthetic
PCL-D2411973,PRJ-015,Notification,3,2024-03-30,2024-04-19,,520,20,1,1,synthetic
PCL-89F99B8F,PRJ-015,Land Identification,0,2024-02-19,2024-03-05,2024-02-28,9,15,0,0,synthetic
PCL-89F99B8F,PRJ-015,Survey/Parcel Mapping,1,2024-02-28,2024-03-29,,551,30,1,1,synthetic
PCL-88F374F4,PRJ-015,Land Identification,0,2024-01-31,2024-02-15,2024-02-17,17,15,1,0,synthetic
PCL-88F374F4,PRJ-015,Survey/Parcel Mapping,1,2024-02-17,2024-03-18,2024-03-25,37,30,1,0,synthetic
PCL-88F374F4,PRJ-015,Ownership Verification,2,2024-03-25,2024-05-09,2024-05-23,59,45,1,0,synthetic
PCL-88F374F4,PRJ-015,Notification,3,2024-05-23,2024-06-12,2024-06-07,15,20,0,0,synthetic
PCL-88F374F4,PRJ-015,Objections/Hearings,4,2024-06-07,2024-07-07,2024-06-27,20,30,0,0,synthetic
